chr	start	end	motif1.distancePeakMax	motif1.score	motif2.distancePeakMax	motif2.score
chr9	15402784	15403784	14	98.0	-162	79.9
chr9	132316721	132317721	15	94.7	41	89.0
chr22	19384217	19385217	-71	81.9	-493	81.0
chr20	33291955	33292955	-16	92.7	-416	86.3
chr4	185654796	185655796	-13	88.7	-249	87.7
chr15	96414977	96415977	10	94.7	34	81.7
chr5	126518079	126519079	-18	94.7	-42	94.7
chr2	211340978	211341978	30	95.5	-211	77.6
chr1	112011847	112012847	16	91.9	91	84.2
chr19	12097925	12098925	-28	92.6	48	88.4
chr1	155043881	155044881	51	92.0	3	85.0
chr8	680761	681761	64	84.8	8	84.5
chrX	70502856	70503856	78	90.3	5	86.6
chr10	105496184	105497184	50	97.0	-291	93.9
chr19	4065444	4066444	15	91.2	-378	86.5
chr5	131132316	131133316	-37	94.2	43	86.1
chr3	100119832	100120832	-15	86.6	-444	80.5
chr1	24194345	24195345	8	85.6	-188	79.0
chr12	42631706	42632706	-10	89.6	215	78.6
chr7	39988686	39989686	128	80.9	-33	74.2
chr1	149224045	149225045	483	84.3	112	83.3
chr11	66756545	66757545	104	90.2	66	89.2
chr11	97538328	97539328	-10	94.7	-34	94.4
chr10	15577257	15578257	-42	94.7	-91	90.7
chr15	98206168	98207168	-124	96.7	-52	94.7
chr20	46687872	46688872	7	94.8	-17	92.7
chr7	52362305	52363305	-33	95.0	-9	94.7
chr6	95972104	95973104	59	94.7	-13	93.3
chr5	68761859	68762859	142	94.7	190	94.7
chr4	160789254	160790254	249	93.3	80	90.9
chr4	164349091	164350091	-16	94.7	-81	91.8
chr3	14079037	14080037	-52	94.7	-76	94.4
chr3	155791290	155792290	18	93.1	-31	88.9
chr2	120754772	120755772	22	94.7	-146	88.9
chr2	239630749	239631749	-8	94.7	40	93.0
chr8	25022424	25023424	-63	90.9	-25	90.2
chrX	153193409	153194409	-148	96.8	-27	90.9
chr1	27986161	27987161	-9	91.4	253	82.1
chr11	118978901	118979901	30	81.8	424	78.9
chr1	110364461	110365461	-13	95.0	-294	85.8
chr11	70415274	70416274	-15	97.6	44	96.5
chr11	86188647	86189647	15	85.2	-23	83.9
chr6	7426560	7427560	-16	94.7	-88	90.7
chr6	111586768	111587768	-11	87.9	261	80.7
chr2	119446709	119447709	-16	89.4	19	87.8
chr19	17530258	17531258	16	89.0	-239	81.1
chr7	91085495	91086495	-10	94.7	14	93.3
chr11	66126822	66127822	-33	92.9	20	85.8
chr1	29682919	29683919	-17	97.2	-34	79.0
chr1	220077997	220078997	399	84.4	-14	78.1
chr8	101445634	101446634	53	78.6	-14	77.5
chr22	27458520	27459520	23	90.5	164	85.0
chr7	93730262	93731262	32	90.7	233	90.7
chr7	97706661	97707661	14	91.0	318	78.0
chr15	74913922	74914922	4	90.8	120	90.0
chr3	55642869	55643869	47	92.6	-23	89.8
chr1	113845536	113846536	5	96.2	-257	80.7
chr3	4781231	4782231	7	86.0	393	81.9
chr5	53605964	53606964	36	95.3	-3	92.8
chr11	109816691	109817691	-271	85.4	370	83.3
chr12	6664804	6665804	-10	92.9	44	90.3
chr17	42605611	42606611	0	90.2	-206	88.9
chr16	54471527	54472527	-14	97.9	52	94.1
chr14	66577816	66578816	-53	93.6	-16	84.8
chr4	68147648	68148648	21	94.7	45	92.7
chr2	220065117	220066117	68	90.9	30	90.2
chr8	97464743	97465743	-5	94.7	-29	93.0
chr17	67188612	67189612	1	89.3	-338	82.7
chr16	19100411	19101411	6	98.4	-30	85.4
chr5	1172801	1173801	71	96.4	47	94.7
chr4	83905292	83906292	-131	97.5	11	91.5
chr6	112667960	112668960	13	98.3	199	82.7
chr11	106426011	106427011	56	94.7	8	92.7
chr10	96218487	96219487	-101	92.7	-125	92.7
chr21	19128964	19129964	50	94.7	74	93.0
chr7	66691010	66692010	17	96.1	-423	82.8
chr2	71318625	71319625	24	90.9	-13	90.2
chr14	95305420	95306420	-90	96.5	-12	92.9
chr7	499055	500055	-285	96.5	-477	96.5
chr6	33343311	33344311	30	96.1	11	79.8
chr1	97156136	97157136	-45	95.2	-21	94.7
chr16	8561205	8562205	-14	96.1	19	86.5
chr15	26358864	26359864	58	96.4	34	94.7
chr8	142740933	142741933	-83	94.7	-14	92.7
chr15	64454908	64455908	-322	86.4	13	86.3
chr11	67979785	67980785	-11	86.9	17	82.4
chr11	86665996	86666996	206	84.4	15	83.9
chr14	36295000	36296000	39	88.9	-17	85.3
chr9	38038264	38039264	-13	93.4	138	80.4
chr19	52340108	52341108	33	98.3	-15	98.0
chr20	43485226	43486226	-34	90.0	46	89.8
chr6	106601897	106602897	48	94.8	12	91.0
chr3	184874840	184875840	19	94.3	202	87.1
chr6	36390764	36391764	-22	92.8	-122	86.0
chr10	99257064	99258064	1	90.8	251	85.1
chr3	57582743	57583743	4	85.9	-234	82.7
chr19	3500491	3501491	5	92.7	-396	81.6
chr2	232378648	232379648	-16	94.2	-327	83.6
chr12	10732973	10733973	219	95.0	-266	90.7
chr12	16210590	16211590	-48	90.9	-10	90.2
chr10	27545933	27546933	-76	93.0	-100	93.0
chr10	84453339	84454339	17	90.9	149	90.9
chr10	111658554	111659554	-7	84.7	157	83.2
chr5	52836240	52837240	44	94.7	92	94.7
chr4	103404858	103405858	-22	91.9	-60	90.9
chr3	33487527	33488527	14	94.7	-35	91.9
chr3	49249894	49250894	-15	94.7	33	93.0
chr2	84797159	84798159	168	94.7	-53	90.7
chr1	88933122	88934122	45	94.7	-147	90.4
chr1	162403193	162404193	69	90.2	-138	88.7
chr1	33083968	33084968	19	96.2	93	93.2
chr1	180578503	180579503	-38	96.6	18	82.6
chr19	34043418	34044418	-15	97.6	43	92.7
chr11	3455431	3456431	-88	94.7	-15	90.4
chr18	48646274	48647274	33	94.7	81	93.0
chr4	9145563	9146563	-24	94.7	-72	91.3
chr4	28830025	28831025	26	94.7	-22	92.7
chr3	126794107	126795107	-12	94.7	36	93.0
chr12	25839584	25840584	130	92.7	-96	90.7
chr10	50989465	50990465	43	94.7	67	94.7
chr14	90911071	90912071	-7	93.2	-46	82.8
chr1	15783842	15784842	-97	97.7	-13	90.4
chr9	3528054	3529054	5	83.2	29	76.9
chr3	171464094	171465094	-35	92.7	-84	90.4
chr6	155635166	155636166	14	89.8	-425	80.7
chr1	40156647	40157647	29	86.0	405	82.9
chr16	67694147	67695147	16	89.0	424	79.7
chr11	44421692	44422692	-44	93.6	23	90.6
chr1	205818876	205819876	-41	90.0	-9	81.7
chr6	35117646	35118646	-5	88.3	-37	87.4
chr11	59312429	59313429	3	96.5	-205	87.9
chr2	128458515	128459515	-466	85.6	5	85.1
chr11	8008256	8009256	40	94.4	81	81.2
chr6	26156033	26157033	-27	86.9	180	82.4
chr16	63163607	63164607	161	91.3	-7	90.4
chr5	37495724	37496724	64	94.7	40	91.9
chr4	71986840	71987840	80	94.7	56	93.0
chr3	135633771	135634771	48	95.9	11	86.5
chr9	91824726	91825726	-36	94.7	-60	91.3
chr11	69453382	69454382	16	93.4	-208	81.5
chr10	47061833	47062833	-9	86.5	-244	78.5
chr1	22710223	22711223	-26	98.2	-62	93.0
chr10	91165569	91166569	38	94.7	14	92.7
chr16	5157637	5158637	43	94.7	116	90.7
chr1	169637665	169638665	-24	90.6	14	90.2
chr8	127725790	127726790	39	94.7	411	87.3
chr11	19428856	19429856	-16	94.1	-190	84.0
chr1	205912144	205913144	13	98.0	345	86.1
chr9	137536154	137537154	18	87.4	-273	79.8
chr8	105602354	105603354	-16	92.7	9	90.7
chr12	118348584	118349584	-11	90.5	197	81.7
chr5	150786389	150787389	-44	94.7	22	90.9
chr2	43057844	43058844	-6	90.4	67	88.9
chr1	221749324	221750324	41	94.5	-19	88.2
chr9	96624857	96625857	319	96.4	-53	94.7
chr6	35406749	35407749	10	86.1	-469	85.5
chr1	45805240	45806240	-1	89.3	-431	85.1
chr19	49561569	49562569	42	95.0	-20	85.3
chr1	18778720	18779720	16	88.2	-333	85.6
chr9	131218642	131219642	23	77.6	463	77.1
chr6	30584668	30585668	-3	91.0	-35	89.6
chr19	10000808	10001808	-13	81.3	443	78.1
chr22	42764963	42765963	-19	96.4	-51	92.2
chr19	4759474	4760474	-18	90.4	371	89.4
chr11	68741840	68742840	-485	87.8	-362	86.7
chr17	63132961	63133961	-2	92.1	163	77.5
chr2	167232311	167233311	111	88.4	-90	87.0
chrX	135503119	135504119	-69	94.7	-93	91.9
chr14	60285538	60286538	25	94.7	49	91.1
chr7	37243745	37244745	64	93.3	16	93.1
chr7	152922125	152923125	-81	94.7	-146	90.7
chr6	122803580	122804580	23	95.1	-256	77.9
chr4	22636497	22637497	-31	94.7	-79	93.0
chr2	47090114	47091114	15	95.6	-294	93.4
chr2	108084907	108085907	-27	94.7	-3	93.0
chr2	173231500	173232500	81	92.7	-18	89.3
chr9	4461165	4462165	-12	95.9	442	82.8
chr6	13913522	13914522	-24	92.4	21	91.9
chr1	197323517	197324517	-6	94.7	42	92.7
chr5	38200692	38201692	-14	89.2	-186	81.6
chr1	20895733	20896733	-10	91.8	-94	78.4
chr1	20929522	20930522	30	94.6	314	85.6
chr13	51773940	51774940	80	96.5	8	94.7
chr10	132277086	132278086	10	94.8	33	94.8
chr2	177798633	177799633	-3	86.5	-133	77.1
chr5	39668797	39669797	-18	89.4	-260	77.8
chr2	175412381	175413381	-68	94.7	-19	90.7
chr8	55017204	55018204	24	94.7	-103	90.6
chr19	28802831	28803831	13	97.5	43	96.6
chr11	73587461	73588461	0	87.0	441	80.9
chr19	41119445	41120445	57	91.8	-359	76.0
chr1	207205717	207206717	-10	89.2	-105	87.0
chr16	2014416	2015416	20	93.2	-289	81.9
chr8	124253219	124254219	-151	77.6	446	76.9
chr6	80815841	80816841	-50	93.2	-13	85.3
chr17	7117382	7118382	-7	87.6	-61	87.3
chr19	46272324	46273324	-23	94.3	91	89.9
chrX	70473555	70474555	8	93.0	-343	80.6
chr16	1993911	1994911	30	92.5	49	80.3
chr3	129024152	129025152	9	92.1	-75	79.8
chr12	129951502	129952502	57	99.8	25	89.7
chr11	98289958	98290958	106	94.8	-75	94.7
chr10	5005101	5006101	-69	89.0	-426	81.5
chr10	38691323	38692323	18	94.9	-274	85.8
chr4	22779362	22780362	-25	94.7	-1	94.4
chr4	24600161	24601161	-65	94.7	-17	92.7
chr3	51776065	51777065	-16	94.7	-40	94.7
chr3	56500794	56501794	-27	85.4	-81	84.8
chr2	125744188	125745188	-4	90.9	-42	90.2
chr6	8102334	8103334	20	93.0	-23	84.2
chr6	34216391	34217391	-12	87.7	34	85.3
chr14	66974169	66975169	7	89.2	-90	81.4
chr4	104119094	104120094	294	83.5	-114	81.9
chr20	59644306	59645306	-42	89.9	-7	87.9
chr7	30620022	30621022	22	95.0	46	94.7
chr20	42718298	42719298	-16	95.1	37	90.8
chrX	47966757	47967757	25	99.1	56	94.5
chr3	140735833	140736833	33	94.7	-32	90.7
chr10	123678055	123679055	-11	94.7	13	94.7
chr17	29058211	29059211	-74	100.0	-114	83.4
chr7	71895194	71896194	-23	98.1	-54	93.8
chr7	103881280	103882280	31	91.2	1	89.1
chr7	120700260	120701260	10	90.2	-205	88.9
chr5	169740032	169741032	44	95.9	19	94.1
chr5	172889921	172890921	56	93.3	18	92.7
chr2	28695774	28696774	117	94.7	-171	92.1
chr1	107587826	107588826	-47	90.7	-9	90.2
chr11	18655518	18656518	100	79.2	-362	79.2
chrX	14890933	14891933	45	83.6	-170	78.9
chr20	43150221	43151221	67	94.9	-391	77.4
chr11	118015589	118016589	4	86.9	-217	77.3
chr11	118663156	118664156	-44	98.2	52	91.9
chr9	131591642	131592642	-6	94.5	-49	89.2
chr7	100895239	100896239	28	93.0	260	84.7
chr17	37558426	37559426	-35	93.4	-63	86.1
chr12	2921284	2922284	-310	78.1	404	77.8
chr17	40026567	40027567	-8	90.6	-83	86.0
chr16	29894984	29895984	23	90.0	-9	89.2
chr5	16446755	16447755	189	80.4	-203	80.4
chr1	32801422	32802422	-11	85.3	-366	77.1
chr16	27896436	27897436	62	94.1	27	92.7
chr19	2976825	2977825	8	96.3	54	88.5
chr12	44257984	44258984	54	94.7	6	91.3
chr4	163757025	163758025	-26	94.7	-74	93.3
chr3	128787917	128788917	36	94.7	-28	90.6
chr2	231827930	231828930	74	93.0	50	91.3
chr1	232449540	232450540	55	95.0	31	94.7
chr9	16882096	16883096	92	96.4	20	94.7
chr19	58257620	58258620	-5	92.4	78	83.7
chr4	83350170	83351170	-31	91.8	87	91.1
chr22	27024345	27025345	51	99.4	-17	93.5
chr4	71857692	71858692	38	96.5	4	85.2
chr2	175199095	175200095	-11	94.9	31	91.0
chr8	48647447	48648447	16	79.5	-236	76.4
chr12	118447510	118448510	-13	90.7	19	90.2
chr12	127943932	127944932	-10	98.4	417	79.7
chr15	92308577	92309577	16	94.6	-229	83.6
chr14	97246505	97247505	14	98.0	-43	87.0
chr20	49801546	49802546	-33	94.5	-16	86.5
chr6	139454011	139455011	46	98.0	-36	96.6
chr4	185395391	185396391	20	90.7	454	81.1
chr7	69004984	69005984	-8	96.6	-27	94.9
chr6	46138250	46139250	-3	88.8	458	82.9
chr3	12809412	12810412	-9	93.1	14	91.4
chr3	121719745	121720745	239	88.0	2	87.2
chr2	168148974	168149974	-29	93.3	6	88.4
chrX	77328820	77329820	17	94.7	41	91.9
chr14	36810676	36811676	83	96.7	59	91.9
chr8	136701777	136702777	-25	94.7	241	88.9
chr1	40128912	40129912	-13	92.1	22	86.4
chr1	169074961	169075961	23	91.1	341	83.7
chr8	128746001	128747001	-41	86.5	-392	82.9
chr15	74832807	74833807	37	93.0	-88	81.4
chr8	56763942	56764942	21	94.8	-43	81.1
chr11	46664164	46665164	-6	97.8	18	96.0
chr17	21836973	21837973	50	89.6	-53	80.7
chr3	17850239	17851239	12	91.4	376	82.1
chr19	15333765	15334765	42	87.1	16	86.8
chr19	12595164	12596164	7	91.2	-347	83.3
chr5	176076921	176077921	-6	98.3	11	85.0
chr3	49507104	49508104	-108	96.6	-9	84.7
chr6	27219206	27220206	258	82.0	293	80.9
chr10	79788806	79789806	-207	80.9	-351	80.2
chrX	123093740	123094740	15	88.3	-110	80.2
chr10	38026692	38027692	-28	94.7	-100	93.0
chr10	122791805	122792805	-3	94.2	-39	90.4
chr19	58536543	58537543	-24	94.7	24	93.0
chr5	32552287	32553287	26	94.7	48	92.7
chr5	159620011	159621011	44	90.7	6	90.2
chr4	78910794	78911794	24	93.3	477	87.4
chr4	184354605	184355605	45	90.7	83	90.2
chr8	97545055	97546055	10	91.3	34	91.3
chr17	18086230	18087230	36	82.7	-36	76.8
chr13	52026759	52027759	284	85.4	16	75.9
chr22	39189704	39190704	10	83.0	28	77.4
chr3	42695439	42696439	9	85.8	-473	77.3
chr3	45385147	45386147	-12	95.0	-48	91.1
chr19	1592452	1593452	-22	94.1	-410	75.0
chr2	113032544	113033544	32	81.0	13	77.9
chr18	22050450	22051450	1	83.2	145	83.2
chr7	116636880	116637880	18	96.4	42	91.3
chr6	16347523	16348523	-16	94.7	-234	88.9
chr1	156393505	156394505	43	86.2	-96	82.9
chr11	76034198	76035198	-3	96.1	305	79.7
chr10	32440422	32441422	23	88.1	-208	83.5
chr20	52054583	52055583	20	97.8	-49	91.8
chr4	123591675	123592675	-97	93.0	-49	91.6
chr8	135708424	135709424	-2	98.2	-413	85.3
chr11	107991717	107992717	-17	93.2	-30	79.5
chr15	42867169	42868169	-309	84.8	70	84.7
chrX	107334359	107335359	-12	88.2	-423	86.9
chr10	33757356	33758356	-2	90.2	-165	88.8
chr4	172219724	172220724	-23	90.2	-228	88.9
chr3	11111908	11112908	-123	94.7	-99	92.7
chr3	73208135	73209135	16	94.7	40	93.3
chr3	14246121	14247121	-14	86.0	-106	83.6
chr19	15783300	15784300	18	86.5	315	81.4
chr2	162164378	162165378	457	89.0	15	88.9
chr12	124196280	124197280	57	90.1	13	85.4
chr10	48547651	48548651	309	84.2	-13	81.4
chr19	4669887	4670887	462	76.9	-362	75.7
chr13	99756360	99757360	16	96.6	87	96.6
chr11	110170879	110171879	-33	94.7	144	86.6
chr14	54683221	54684221	8	96.5	48	85.1
chr20	1187770	1188770	-4	89.8	30	88.1
chr7	55936106	55937106	341	90.2	24	88.9
chr5	66614843	66615843	68	94.7	20	91.3
chr4	39719383	39720383	-120	94.7	-96	91.3
chr4	160341914	160342914	33	94.7	9	92.7
chr3	148827430	148828430	-31	94.7	-79	91.3
chr3	196589566	196590566	76	90.9	10	90.7
chr2	1275129	1276129	-32	91.1	34	91.1
chr2	191624833	191625833	-44	90.2	-6	89.2
chr2	225520773	225521773	18	96.4	-6	92.7
chr1	211779413	211780413	42	91.8	-199	87.6
chr16	15743462	15744462	34	98.1	71	95.5
chr17	38752433	38753433	14	93.4	63	93.4
chr14	21944842	21945842	-10	88.8	-241	78.3
chr16	53256882	53257882	-9	93.1	-44	81.4
chr18	56127032	56128032	52	94.7	28	91.3
chr6	20319411	20320411	-66	93.3	-115	90.4
chr22	23429364	23430364	14	96.1	-5	82.6
chr13	28493554	28494554	-8	91.2	206	80.4
chr15	81945741	81946741	64	95.0	16	94.7
chr3	51922210	51923210	-22	96.2	226	80.6
chr2	173550766	173551766	-1	94.7	-25	94.7
chr1	43976812	43977812	-14	98.0	-87	80.9
chr17	53498935	53499935	-12	96.3	-305	83.2
chrX	70714278	70715278	8	94.7	-16	94.7
chrX	117415623	117416623	-44	90.2	-6	89.2
chr13	43134126	43135126	18	94.8	-30	93.0
chr21	20608216	20609216	-2	92.8	-218	83.7
chr6	123432589	123433589	-68	95.0	-44	94.7
chr4	68140021	68141021	33	94.7	57	93.0
chr22	29196125	29197125	-18	92.4	23	88.6
chr8	18054839	18055839	4	90.5	-270	85.5
chr17	28705377	28706377	5	91.1	-384	76.0
chr1	173445714	173446714	372	77.7	278	76.9
chr15	40527372	40528372	-1	96.6	-146	87.8
chr4	2410086	2411086	-16	79.6	-334	78.2
chr2	73943740	73944740	-57	93.8	345	83.5
chr2	74229246	74230246	18	88.5	-410	78.6
chr1	33896265	33897265	-3	89.0	22	83.0
chr12	72077587	72078587	-12	93.2	-145	93.2
chr17	40306609	40307609	-20	90.5	409	77.0
chr4	39183428	39184428	-33	96.3	141	95.0
chr1	154984168	154985168	-13	98.2	140	91.6
chr6	149017385	149018385	23	94.7	70	91.3
chr5	96743224	96744224	-16	94.7	-41	91.3
chr2	74912199	74913199	-17	94.9	51	91.6
chr2	187827322	187828322	-14	94.4	-38	92.7
chr2	196357815	196358815	11	89.2	52	88.9
chr1	154503829	154504829	-71	94.7	-47	91.3
chr9	103741725	103742725	56	95.0	8	94.7
chr1	235491141	235492141	6	89.2	-35	87.5
chr12	113985941	113986941	26	96.9	66	86.7
chr11	4640402	4641402	-20	87.1	-188	83.7
chr11	82492900	82493900	11	95.0	76	93.5
chr11	112751845	112752845	-28	93.2	2	91.2
chr20	41745283	41746283	22	86.4	-79	84.6
chr6	57108444	57109444	49	98.1	1	98.0
chr1	23261608	23262608	30	93.3	64	89.8
chr14	97263166	97264166	3	95.5	368	78.3
chr12	9891293	9892293	65	90.7	27	90.2
chr20	37374069	37375069	34	89.0	11	86.3
chr1	103125831	103126831	-31	93.3	6	92.0
chr9	101265668	101266668	-3	94.6	83	81.7
chr3	69309593	69310593	66	96.4	18	93.0
chr10	8095006	8096006	17	93.5	-15	89.6
chr19	15298131	15299131	48	93.7	-2	87.9
chr1	15223277	15224277	47	94.7	73	88.3
chrX	130036725	130037725	10	92.2	215	84.5
chr15	59041549	59042549	157	78.3	-430	76.1
chr3	42641438	42642438	-166	85.3	7	84.4
chrX	154033215	154034215	43	83.9	-284	80.7
chr10	32667222	32668222	8	98.5	347	78.2
chr15	68620983	68621983	20	88.6	156	82.6
chr10	43850956	43851956	39	96.1	20	81.5
chr19	46790465	46791465	15	90.0	409	76.3
chr3	10392391	10393391	10	99.8	-14	82.4
chr9	101929069	101930069	62	95.7	-490	87.8
chr1	145507055	145508055	18	94.1	-214	75.5
chr3	72067260	72068260	-9	96.0	-225	82.0
chr15	29827828	29828828	7	88.3	43	85.2
chr14	26068521	26069521	-14	96.2	-38	95.0
chr14	73314161	73315161	-13	91.5	-87	79.2
chr7	36936282	36937282	-9	93.8	-304	84.4
chr6	17313198	17314198	-14	89.4	-368	85.2
chr5	76209746	76210746	11	94.7	-13	92.7
chr4	18160086	18161086	130	88.9	-39	87.8
chr3	44584815	44585815	15	94.7	39	90.4
chr2	33281591	33282591	-126	93.1	-78	91.4
chr8	6010520	6011520	29	94.7	5	91.3
chr8	56118365	56119365	-8	95.0	-32	94.7
chr22	40572461	40573461	5	89.1	371	76.0
chr7	128063474	128064474	22	92.8	56	87.7
chr12	124068530	124069530	377	84.7	-1	81.7
chr6	41906503	41907503	3	96.4	-397	80.0
chr12	114600883	114601883	10	87.5	51	82.8
chr17	8207505	8208505	38	93.2	-5	81.9
chr17	72354545	72355545	-7	84.8	280	83.8
chr6	49596207	49597207	44	90.4	373	88.9
chr6	14210844	14211844	14	96.8	-382	86.1
chr12	132840795	132841795	-17	94.2	43	87.0
chr14	96111673	96112673	-18	99.6	17	89.7
chr22	35452213	35453213	-5	96.5	471	86.2
chr22	39579615	39580615	-33	96.7	47	95.3
chr7	22118239	22119239	-1	90.7	-68	90.7
chr6	20260073	20261073	-56	94.7	-105	90.4
chr4	190599925	190600925	-47	92.7	-95	92.7
chr6	31619300	31620300	-9	86.8	12	85.4
chr5	105582066	105583066	67	90.2	29	88.9
chr3	125390914	125391914	5	96.4	-43	92.7
chr9	576713	577713	58	96.4	34	94.7
chr8	81515968	81516968	4	90.8	316	82.0
chr3	126074445	126075445	35	86.1	-311	81.4
chr11	58910075	58911075	-1	92.9	67	90.7
chr12	96450450	96451450	-12	99.6	-363	96.1
chr20	46695309	46696309	-50	91.1	198	88.7
chr22	50353534	50354534	32	91.9	-9	91.6
chr12	56222945	56223945	41	81.3	23	81.1
chr20	61342773	61343773	444	91.8	-31	91.0
chr21	46237504	46238504	16	84.0	431	77.3
chr3	170626006	170627006	46	88.7	261	81.5
chr2	120516670	120517670	-54	87.9	62	81.7
chr7	150675032	150676032	2	96.7	-420	81.5
chr13	50251748	50252748	-8	94.7	16	93.0
chr16	54352974	54353974	16	87.9	338	79.8
chr7	70543065	70544065	-19	96.4	-43	91.3
chr7	152426371	152427371	22	90.6	-16	90.2
chr6	32634007	32635007	14	92.1	-207	82.7
chr4	155579583	155580583	-28	98.3	47	94.8
chr1	153494474	153495474	-30	90.4	8	90.2
chr1	224539194	224540194	30	90.2	68	88.9
chr1	240087116	240088116	38	94.7	62	94.4
chr9	79137808	79138808	-2	90.2	36	88.9
chr15	59981167	59982167	73	86.0	-201	78.1
chr12	94498395	94499395	4	80.4	205	80.3
chr11	118682909	118683909	15	99.3	-16	84.3
chr16	68559798	68560798	37	94.5	-491	77.9
chr3	170160477	170161477	-49	94.3	-14	90.0
chr2	33140822	33141822	-462	75.4	-387	64.0
chr2	173451898	173452898	45	93.0	69	92.7
chr19	50872124	50873124	-376	93.8	-7	84.0
chrX	62974693	62975693	-22	92.6	-95	90.7
chr12	66138519	66139519	14	90.9	-35	90.7
chr22	37005794	37006794	-25	85.2	34	85.2
chr4	127176408	127177408	-26	94.7	22	93.0
chr1	7397144	7398144	142	94.3	-3	92.7
chr15	34657263	34658263	14	86.7	310	84.2
chr4	55498721	55499721	78	94.7	30	93.0
chr4	178417042	178418042	-27	90.2	-65	87.8
chr8	54354933	54355933	19	94.7	224	90.7
chr6	37210247	37211247	-11	91.8	304	83.4
chr1	154928179	154929179	4	95.3	-38	92.7
chr6	27834835	27835835	82	90.1	385	80.3
chr17	25666678	25667678	-6	96.5	-25	92.5
chr16	5064984	5065984	17	97.8	-17	93.0
chr22	31536014	31537014	42	98.2	-51	85.4
chr20	60504792	60505792	11	93.3	47	91.4
chr5	176864243	176865243	32	99.1	-357	87.4
chr4	82694407	82695407	9	95.0	-116	86.4
chr16	30076490	30077490	6	88.4	-429	84.2
chr7	148824857	148825857	45	90.4	-251	83.7
chr12	122156464	122157464	7	97.0	64	94.9
chr17	42852661	42853661	28	86.1	-68	77.2
chr3	49761010	49762010	-9	95.1	-82	93.1
chr1	26232469	26233469	14	89.9	-434	84.3
chr1	15296282	15297282	16	95.9	-344	77.9
chr1	32403531	32404531	22	89.3	332	83.9
chr12	82754355	82755355	32	93.1	56	92.7
chr11	89900435	89901435	110	89.7	-62	88.9
chr10	34313731	34314731	-13	98.3	-234	84.3
chr10	65955674	65956674	13	94.7	221	85.6
chr10	70933301	70934301	-27	94.7	-331	87.1
chr17	74252515	74253515	256	88.9	416	88.9
chr7	67999078	68000078	47	94.7	71	91.3
chr6	34237058	34238058	-62	90.9	-24	90.2
chr5	79604903	79605903	-21	94.7	3	91.3
chr4	106280031	106281031	-71	94.7	-186	90.7
chr1	49892997	49893997	38	95.0	168	90.7
chr1	88100861	88101861	19	94.7	43	91.3
chr8	18059927	18060927	14	95.0	-9	94.7
chrX	77150519	77151519	-15	93.1	122	91.5
chr11	47939086	47940086	43	97.7	17	80.6
chr12	129490076	129491076	-12	97.4	465	79.8
chr10	121137937	121138937	-10	97.0	-75	95.4
chr17	44881707	44882707	0	94.7	24	94.7
chr1	65894427	65895427	-10	98.3	120	79.8
chr20	50602054	50603054	-9	94.6	-478	83.5
chr9	115889055	115890055	20	96.2	153	85.9
chr5	52850685	52851685	16	82.0	-466	80.5
chr1	156391114	156392114	16	95.5	494	81.5
chr8	22856459	22857459	493	88.5	30	81.1
chr3	47017770	47018770	32	88.1	74	85.3
chr4	170541073	170542073	15	87.3	40	80.6
chr14	90420626	90421626	17	93.1	59	85.4
chr1	87379591	87380591	115	91.0	28	79.8
chr15	69744591	69745591	23	93.6	-47	88.5
chr7	150521169	150522169	20	86.0	-17	84.0
chr9	130497259	130498259	-13	88.2	288	85.4
chr17	18128295	18129295	32	86.4	-320	84.3
chr6	26022035	26023035	7	97.8	-24	85.6
chr20	46326597	46327597	17	98.2	53	92.1
chr7	158647467	158648467	-11	96.1	490	86.3
chr3	31527921	31528921	0	86.7	226	81.1
chr8	11480011	11481011	-60	95.3	-24	88.1
chr19	46799718	46800718	-11	93.8	107	79.3
chr19	21687886	21688886	-8	90.6	314	77.6
chr7	25894402	25895402	-49	96.3	-25	87.2
chr16	85767073	85768073	-9	94.4	-259	86.6
chr2	12632899	12633899	17	81.3	405	80.1
chr11	117102346	117103346	-1	96.7	-228	81.2
chr22	22862635	22863635	-4	93.0	-255	79.4
chr12	111403011	111404011	46	94.5	11	94.4
chr14	77172228	77173228	-1	94.7	47	92.7
chr18	11431539	11432539	18	94.7	42	94.4
